id,name,country,url,image,pdf
324,GREAT ANGLO-FRENCH WHITE & ORANGE HOUND,FRANCE,http://www.fci.be/en/nomenclature/GREAT-ANGLO-FRENCH-WHITE-ORANGE-HOUND-324.html,,http://www.fci.be/Nomenclature/Standards/324g06-en.pdf
325,MEDIUM-SIZED ANGLO-FRENCH HOUND,FRANCE,http://www.fci.be/en/nomenclature/MEDIUM-SIZED-ANGLO-FRENCH-HOUND-325.html,,http://www.fci.be/Nomenclature/Standards/325g06-en.pdf
326,SOUTH RUSSIAN SHEPHERD DOG,RUSSIAN FEDERATION,http://www.fci.be/en/nomenclature/SOUTH-RUSSIAN-SHEPHERD-DOG-326.html,http://www.fci.be/Nomenclature/Illustrations/326g01.jpg,http://www.fci.be/Nomenclature/Standards/326g01-en.pdf
327,RUSSIAN BLACK TERRIER,RUSSIAN FEDERATION,http://www.fci.be/en/nomenclature/RUSSIAN-BLACK-TERRIER-327.html,http://www.fci.be/Nomenclature/Illustrations/327g02.jpg,http://www.fci.be/Nomenclature/Standards/327g02-en.pdf
328,CAUCASIAN SHEPHERD DOG,RUSSIAN FEDERATION,http://www.fci.be/en/nomenclature/CAUCASIAN-SHEPHERD-DOG-328.html,http://www.fci.be/Nomenclature/Illustrations/328g02.jpg,http://www.fci.be/Nomenclature/Standards/328g02-en.pdf
329,CANARIAN WARREN HOUND,SPAIN,http://www.fci.be/en/nomenclature/CANARIAN-WARREN-HOUND-329.html,http://www.fci.be/Nomenclature/Illustrations/329g05.jpg,http://www.fci.be/Nomenclature/Standards/329g05-en.pdf
330,IRISH RED AND WHITE SETTER,IRELAND,http://www.fci.be/en/nomenclature/IRISH-RED-AND-WHITE-SETTER-330.html,,http://www.fci.be/Nomenclature/Standards/330g07-en.pdf
331,KANGAL SHEPHERD DOG,TURKEY,http://www.fci.be/en/nomenclature/KANGAL-SHEPHERD-DOG-331.html,http://www.fci.be/Nomenclature/Illustrations/331g02.jpg,http://www.fci.be/Nomenclature/Standards/331g02-en.pdf
332,CZECHOSLOVAKIAN WOLFDOG,SLOVAKIA,http://www.fci.be/en/nomenclature/CZECHOSLOVAKIAN-WOLFDOG-332.html,,http://www.fci.be/Nomenclature/Standards/332g01-en.pdf
333,POLISH GREYHOUND,POLAND,http://www.fci.be/en/nomenclature/POLISH-GREYHOUND-333.html,,http://www.fci.be/Nomenclature/Standards/333g10-en.pdf
334,KOREA JINDO DOG,KOREA (REPUBLIC OF),http://www.fci.be/en/nomenclature/KOREA-JINDO-DOG-334.html,http://www.fci.be/Nomenclature/Illustrations/334g05.jpg,http://www.fci.be/Nomenclature/Standards/334g05-en.pdf
335,CENTRAL ASIA SHEPHERD DOG,RUSSIAN FEDERATION,http://www.fci.be/en/nomenclature/CENTRAL-ASIA-SHEPHERD-DOG-335.html,http://www.fci.be/Nomenclature/Illustrations/335g02-1.jpg,http://www.fci.be/Nomenclature/Standards/335g02-en.pdf
336,SPANISH WATER DOG,SPAIN,http://www.fci.be/en/nomenclature/SPANISH-WATER-DOG-336.html,,http://www.fci.be/Nomenclature/Standards/336g08-en.pdf
337,ITALIAN SHORT-HAIRED SEGUGIO,ITALY,http://www.fci.be/en/nomenclature/ITALIAN-SHORT-HAIRED-SEGUGIO-337.html,http://www.fci.be/Nomenclature/Illustrations/337g06.jpg,http://www.fci.be/Nomenclature/Standards/337g06-en.pdf
338,THAI RIDGEBACK DOG,THAILAND,http://www.fci.be/en/nomenclature/THAI-RIDGEBACK-DOG-338.html,,http://www.fci.be/Nomenclature/Standards/338g05-en.pdf
339,PARSON RUSSELL TERRIER,GREAT BRITAIN,http://www.fci.be/en/nomenclature/PARSON-RUSSELL-TERRIER-339.html,http://www.fci.be/Nomenclature/Illustrations/339g03.jpg,http://www.fci.be/Nomenclature/Standards/339g03-en.pdf
340,SAINT MIGUEL CATTLE DOG,PORTUGAL,http://www.fci.be/en/nomenclature/SAINT-MIGUEL-CATTLE-DOG-340.html,,http://www.fci.be/Nomenclature/Standards/340g02-en.pdf
341,BRAZILIAN TERRIER,BRAZIL,http://www.fci.be/en/nomenclature/BRAZILIAN-TERRIER-341.html,http://www.fci.be/Nomenclature/Illustrations/341g03.jpg,http://www.fci.be/Nomenclature/Standards/341g03-en.pdf
342,AUSTRALIAN SHEPHERD,UNITED STATES OF AMERICA,http://www.fci.be/en/nomenclature/AUSTRALIAN-SHEPHERD-342.html,,http://www.fci.be/Nomenclature/Standards/342g01-en.pdf
343,ITALIAN CANE CORSO,ITALY,http://www.fci.be/en/nomenclature/ITALIAN-CANE-CORSO-343.html,http://www.fci.be/Nomenclature/Illustrations/343g02.jpg,http://www.fci.be/Nomenclature/Standards/343g02-en.pdf
344,AMERICAN AKITA,JAPAN,http://www.fci.be/en/nomenclature/AMERICAN-AKITA-344.html,,http://www.fci.be/Nomenclature/Standards/344g05-en.pdf
345,JACK RUSSELL TERRIER,GREAT BRITAIN,http://www.fci.be/en/nomenclature/JACK-RUSSELL-TERRIER-345.html,http://www.fci.be/Nomenclature/Illustrations/345g03-1.jpg,http://www.fci.be/Nomenclature/Standards/345g03-en.pdf
346,PRESA CANARIO,SPAIN,http://www.fci.be/en/nomenclature/PRESA-CANARIO-346.html,,http://www.fci.be/Nomenclature/Standards/346g02-en.pdf
347,WHITE SWISS SHEPHERD DOG,SWITZERLAND,http://www.fci.be/en/nomenclature/WHITE-SWISS-SHEPHERD-DOG-347.html,http://www.fci.be/Nomenclature/Illustrations/347g01-1.jpg,http://www.fci.be/Nomenclature/Standards/347g01-en.pdf
348,TAIWAN DOG,TAIWAN,http://www.fci.be/en/nomenclature/TAIWAN-DOG-348.html,http://www.fci.be/Nomenclature/Illustrations/348g05.jpg,http://www.fci.be/Nomenclature/Standards/348g05-en.pdf
349,ROMANIAN MIORITIC SHEPHERD DOG,ROMANIA,http://www.fci.be/en/nomenclature/ROMANIAN-MIORITIC-SHEPHERD-DOG-349.html,,http://www.fci.be/Nomenclature/Standards/349g01-en.pdf
350,ROMANIAN CARPATHIAN SHEPHERD DOG,ROMANIA,http://www.fci.be/en/nomenclature/ROMANIAN-CARPATHIAN-SHEPHERD-DOG-350.html,http://www.fci.be/Nomenclature/Illustrations/350g01.jpg,http://www.fci.be/Nomenclature/Standards/350g01-en.pdf
351,AUSTRALIAN STUMPY TAIL CATTLE DOG,AUSTRALIA,http://www.fci.be/en/nomenclature/AUSTRALIAN-STUMPY-TAIL-CATTLE-DOG-351.html,,http://www.fci.be/Nomenclature/Standards/351g01-en.pdf
352,RUSSIAN TOY,RUSSIAN FEDERATION,http://www.fci.be/en/nomenclature/RUSSIAN-TOY-352.html,http://www.fci.be/Nomenclature/Illustrations/352g09-1.jpg,http://www.fci.be/Nomenclature/Standards/352g09-en.pdf
353,CIMARRÓN URUGUAYO,URUGUAY,http://www.fci.be/en/nomenclature/CIMARRON-URUGUAYO-353.html,,http://www.fci.be/Nomenclature/Standards/353g02-en.pdf
354,POLISH HUNTING DOG,POLAND,http://www.fci.be/en/nomenclature/POLISH-HUNTING-DOG-354.html,,http://www.fci.be/Nomenclature/Standards/354g06-en.pdf
355,BOSNIAN AND HERZEGOVINIAN - CROATIAN SHEPHERD DOG,"BOSNIA AND HERZEGOVINA, CROATIA",http://www.fci.be/en/nomenclature/BOSNIAN-AND-HERZEGOVINIAN-CROATIAN-SHEPHERD-DOG-355.html,http://www.fci.be/Nomenclature/Illustrations/355g02.jpg,http://www.fci.be/Nomenclature/Standards/355g02-en.pdf
356,DANISH-SWEDISH FARMDOG,"DENMARK, SWEDEN",http://www.fci.be/en/nomenclature/DANISH-SWEDISH-FARMDOG-356.html,http://www.fci.be/Nomenclature/Illustrations/356g02.jpg,http://www.fci.be/Nomenclature/Standards/356g02-en.pdf
357,ROMANIAN BUCOVINA SHEPHERD,ROMANIA,http://www.fci.be/en/nomenclature/ROMANIAN-BUCOVINA-SHEPHERD-357.html,http://www.fci.be/Nomenclature/Illustrations/357g02.jpg,http://www.fci.be/Nomenclature/Standards/357g02-en.pdf
358,THAI BANGKAEW DOG,THAILAND,http://www.fci.be/en/nomenclature/THAI-BANGKAEW-DOG-358.html,http://www.fci.be/Nomenclature/Illustrations/358g05.jpg,http://www.fci.be/Nomenclature/Standards/358g05-en.pdf
359,MINIATURE BULL TERRIER,GREAT BRITAIN,http://www.fci.be/en/nomenclature/MINIATURE-BULL-TERRIER-359.html,http://www.fci.be/Nomenclature/Illustrations/359g03.jpg,http://www.fci.be/Nomenclature/Standards/359g03-en.pdf
360,LANCASHIRE HEELER,ENGLAND,http://www.fci.be/en/nomenclature/LANCASHIRE-HEELER-360.html,http://www.fci.be/Nomenclature/Illustrations/360g01.jpg,http://www.fci.be/Nomenclature/Standards/360g01-en.pdf
361,SEGUGIO MAREMMANO,ITALY,http://www.fci.be/en/nomenclature/SEGUGIO-MAREMMANO-361.html,http://www.fci.be/Nomenclature/Illustrations/361g06-1.jpg,http://www.fci.be/Nomenclature/Standards/361g06-en.pdf
362,KINTAMANI-BALI DOG,INDONESIA,http://www.fci.be/en/nomenclature/KINTAMANI-BALI-DOG-362.html,http://www.fci.be/Nomenclature/Illustrations/362g05.jpg,http://www.fci.be/Nomenclature/Standards/362g05-en.pdf
363,PRAGUE RATTER,CZECH REPUBLIC,http://www.fci.be/en/nomenclature/PRAGUE-RATTER-363.html,http://www.fci.be/Nomenclature/Illustrations/363g09-1.jpg,http://www.fci.be/Nomenclature/Standards/363g09-en.pdf
364,BOHEMIAN SHEPHERD DOG,CZECH REPUBLIC,http://www.fci.be/en/nomenclature/BOHEMIAN-SHEPHERD-DOG-364.html,http://www.fci.be/Nomenclature/Illustrations/364g01-1.jpg,http://www.fci.be/Nomenclature/Standards/364g01-en.pdf
365,YAKUTIAN LAIKA,RUSSIAN FEDERATION,http://www.fci.be/en/nomenclature/YAKUTIAN-LAIKA-365.html,http://www.fci.be/Nomenclature/Illustrations/365g05-1.jpg,http://www.fci.be/Nomenclature/Standards/365g05-en.pdf
366,ESTONIAN HOUND,ESTONIA,http://www.fci.be/en/nomenclature/ESTONIAN-HOUND-366.html,http://www.fci.be/Nomenclature/Illustrations/366g06.jpg,http://www.fci.be/Nomenclature/Standards/366g06-en.pdf
367,MINIATURE AMERICAN SHEPHERD,UNITED STATES OF AMERICA,http://www.fci.be/en/nomenclature/MINIATURE-AMERICAN-SHEPHERD-367.html,,http://www.fci.be/Nomenclature/Standards/367g01-en.pdf
368,TRANSMONTANO MASTIFF,PORTUGAL,http://www.fci.be/en/nomenclature/TRANSMONTANO-MASTIFF-368.html,http://www.fci.be/Nomenclature/Illustrations/368g02.jpg,http://www.fci.be/Nomenclature/Standards/368g02-en.pdf
